id,happiness
20814,5
20815,5
20816,5
20817,5
20818,5
20819,5
20820,5
20821,5
20822,5
20823,5
20824,5
20825,5
20826,5
20827,5
20828,5
20829,5
20830,5
20831,5
20832,5
20833,5
20834,5
20835,5
20836,5
20837,5
20838,5
20839,5
20840,5
20841,5
20842,5
20843,5
20844,5
20845,5
20846,5
20847,5
20848,5
20849,5
20850,5
20851,5
20852,5
20853,5
20854,5
20855,5
20856,5
20857,5
20858,5
20859,5
20860,5
20861,5
20862,5
20863,5
20864,5
20865,5
20866,5
20867,5
20868,5
20869,5
20870,5
20871,5
20872,5
20873,5
20874,5
20875,5
20876,5
20877,5
20878,5
20879,5
20880,5
20881,5
20882,5
20883,5
20884,5
20885,5
20886,5
20887,5
20888,5
20889,5
20890,5
20891,5
20892,5
20893,5
20894,5
20895,5
20896,5
20897,5
20898,5
20899,5
20900,5
20901,5
20902,5
20903,5
20904,5
20905,5
20906,5
20907,5
20908,5
20909,5
20910,5
20911,5
20912,5
20913,5
20914,5
20915,5
20916,5
20917,5
20918,5
20919,5
20920,5
20921,5
20922,5
20923,5
20924,5
20925,5
20926,5
20927,5
20928,5
20929,5
20930,5
20931,5
20932,5
20933,5
20934,5
20935,5
20936,5
20937,5
20938,5
20939,5
20940,5
20941,5
20942,5
20943,5
20944,5
20945,5
20946,5
20947,5
20948,5
20949,5
20950,5
20951,5
20952,5
20953,5
20954,5
20955,5
20956,5
20957,5
20958,5
20959,5
20960,5
20961,5
20962,5
20963,5
20964,5
20965,5
20966,5
20967,5
20968,5
20969,5
20970,5
20971,5
20972,5
20973,5
20974,5
20975,5
20976,5
20977,5
20978,5
20979,5
20980,5
20981,5
20982,5
20983,5
20984,5
20985,5
20986,5
20987,5
20988,5
20989,5
20990,5
20991,5
20992,5
20993,5
20994,5
20995,5
20996,5
20997,5
20998,5
20999,5
21000,5
21001,5
21002,5
21003,5
21004,5
21005,5
21006,5
21007,5
21008,5
21009,5
21010,5
21011,5
21012,5
21013,5
21014,5
21015,5
21016,5
21017,5
21018,5
21019,5
21020,5
21021,5
21022,5
21023,5
21024,5
21025,5
21026,5
21027,5
21028,5
21029,5
21030,5
21031,5
21032,5
21033,5
21034,5
21035,5
21036,5
21037,5
21038,5
21039,5
21040,5
21041,5
21042,5
21043,5
21044,5
21045,5
21046,5
21047,5
21048,5
21049,5
21050,5
21051,5
21052,5
21053,5
21054,5
21055,5
21056,5
21057,5
21058,5
21059,5
21060,5
21061,5
21062,5
21063,5
21064,5
21065,5
21066,5
21067,5
21068,5
21069,5
21070,5
21071,5
21072,5
21073,5
21074,5
21075,5
21076,5
21077,5
21078,5
21079,5
21080,5
21081,5
21082,5
21083,5
21084,5
21085,5
21086,5
21087,5
21088,5
21089,5
21090,5
21091,5
21092,5
21093,5
21094,5
21095,5
21096,5
21097,5
21098,5
21099,5
21100,5
21101,5
21102,5
21103,5
21104,5
21105,5
21106,5
21107,5
21108,5
21109,5
21110,5
21111,5
21112,5
21113,5
21114,5
21115,5
21116,5
21117,5
21118,5
21119,5
21120,5
21121,5
21122,5
21123,5
21124,5
21125,5
21126,5
21127,5
21128,5
21129,5
21130,5
21131,5
21132,5
21133,5
21134,5
21135,5
21136,5
21137,5
21138,5
21139,5
21140,5
21141,5
21142,5
21143,5
21144,5
21145,5
21146,5
21147,5
21148,5
21149,5
21150,5
21151,5
21152,5
21153,5
21154,5
21155,5
21156,5
21157,5
21158,5
21159,5
21160,5
21161,5
21162,5
21163,5
21164,5
21165,5
21166,5
21167,5
21168,5
21169,5
21170,5
21171,5
21172,5
21173,5
21174,5
21175,5
21176,5
21177,5
21178,5
21179,5
21180,5
21181,5
21182,5
21183,5
21184,5
21185,5
21186,5
21187,5
21188,5
21189,5
21190,5
21191,5
21192,5
21193,5
21194,5
21195,5
21196,5
21197,5
21198,5
21199,5
21200,5
21201,5
21202,5
21203,5
21204,5
21205,5
21206,5
21207,5
21208,5
21209,5
21210,5
21211,5
21212,5
21213,5
21214,5
21215,5
21216,5
21217,5
21218,5
21219,5
21220,5
21221,5
21222,5
21223,5
21224,5
21225,5
21226,5
21227,5
21228,5
21229,5
21230,5
21231,5
21232,5
21233,5
21234,5
21235,5
21236,5
21237,5
21238,5
21239,5
21240,5
21241,5
21242,5
21243,5
21244,5
21245,5
21246,5
21247,5
21248,5
21249,5
21250,5
21251,5
21252,5
21253,5
21254,5
21255,5
21256,5
21257,5
21258,5
21259,5
21260,5
21261,5
21262,5
21263,5
21264,5
21265,5
21266,5
21267,5
21268,5
21269,5
21270,5
21271,5
21272,5
21273,5
21274,5
21275,5
21276,5
21277,5
21278,5
21279,5
21280,5
21281,5
21282,5
21283,5
21284,5
21285,5
21286,5
21287,5
21288,5
21289,5
21290,5
21291,5
21292,5
21293,5
21294,5
21295,5
21296,5
21297,5
21298,5
21299,5
21300,5
21301,5
21302,5
21303,5
21304,5
21305,5
21306,5
21307,5
21308,5
21309,5
21310,5
21311,5
21312,5
21313,5
21314,5
21315,5
21316,5
21317,5
21318,5
21319,5
21320,5
21321,5
21322,5
21323,5
21324,5
21325,5
21326,5
21327,5
21328,5
21329,5
21330,5
21331,5
21332,5
21333,5
21334,5
21335,5
21336,5
21337,5
21338,5
21339,5
21340,5
21341,5
21342,5
21343,5
21344,5
21345,5
21346,5
21347,5
21348,5
21349,5
21350,5
21351,5
21352,5
21353,5
21354,5
21355,5
21356,5
21357,5
21358,5
21359,5
21360,5
21361,5
21362,5
21363,5
21364,5
21365,5
21366,5
21367,5
21368,5
21369,5
21370,5
21371,5
21372,5
21373,5
21374,5
21375,5
21376,5
21377,5
21378,5
21379,5
21380,5
21381,5
21382,5
21383,5
21384,5
21385,5
21386,5
21387,5
21388,5
21389,5
21390,5
21391,5
21392,5
21393,5
21394,5
21395,5
21396,5
21397,5
21398,5
21399,5
21400,5
21401,5
21402,5
21403,5
21404,5
21405,5
21406,5
21407,5
21408,5
21409,5
21410,5
21411,5
21412,5
21413,5
21414,5
21415,5
21416,5
21417,5
21418,5
21419,5
21420,5
21421,5
21422,5
21423,5
21424,5
21425,5
21426,5
21427,5
21428,5
21429,5
21430,5
21431,5
21432,5
21433,5
21434,5
21435,5
21436,5
21437,5
21438,5
21439,5
21440,5
21441,5
21442,5
21443,5
21444,5
21445,5
21446,5
21447,5
21448,5
21449,5
21450,5
21451,5
21452,5
21453,5
21454,5
21455,5
21456,5
21457,5
21458,5
21459,5
21460,5
21461,5
21462,5
21463,5
21464,5
21465,5
21466,5
21467,5
21468,5
21469,5
21470,5
21471,5
21472,5
21473,5
21474,5
21475,5
21476,5
21477,5
21478,5
21479,5
21480,5
21481,5
21482,5
21483,5
21484,5
21485,5
21486,5
21487,5
21488,5
21489,5
21490,5
21491,5
21492,5
21493,5
21494,5
21495,5
21496,5
21497,5
21498,5
21499,5
21500,5
21501,5
21502,5
21503,5
21504,5
21505,5
21506,5
21507,5
21508,5
21509,5
21510,5
21511,5
21512,5
21513,5
21514,5
21515,5
21516,5
21517,5
21518,5
21519,5
21520,5
21521,5
21522,5
21523,5
21524,5
21525,5
21526,5
21527,5
21528,5
21529,5
21530,5
21531,5
21532,5
21533,5
21534,5
21535,5
21536,5
21537,5
21538,5
21539,5
21540,5
21541,5
21542,5
21543,5
21544,5
21545,5
21546,5
21547,5
21548,5
21549,5
21550,5
21551,5
21552,5
21553,5
21554,5
21555,5
21556,5
21557,5
21558,5
21559,5
21560,5
21561,5
21562,5
21563,5
21564,5
21565,5
21566,5
21567,5
21568,5
21569,5
21570,5
21571,5
21572,5
21573,5
21574,5
21575,5
21576,5
21577,5
21578,5
21579,5
21580,5
21581,5
21582,5
21583,5
21584,5
21585,5
21586,5
21587,5
21588,5
21589,5
21590,5
21591,5
21592,5
21593,5
21594,5
21595,5
21596,5
21597,5
21598,5
21599,5
21600,5
21601,5
21602,5
21603,5
21604,5
21605,5
21606,5
21607,5
21608,5
21609,5
21610,5
21611,5
21612,5
21613,5
21614,5
21615,5
21616,5
21617,5
21618,5
21619,5
21620,5
21621,5
21622,5
21623,5
21624,5
21625,5
21626,5
21627,5
21628,5
21629,5
21630,5
21631,5
21632,5
21633,5
21634,5
21635,5
21636,5
21637,5
21638,5
21639,5
21640,5
21641,5
21642,5
21643,5
21644,5
21645,5
21646,5
21647,5
21648,5
21649,5
21650,5
21651,5
21652,5
21653,5
21654,5
21655,5
21656,5
21657,5
21658,5
21659,5
21660,5
21661,5
21662,5
21663,5
21664,5
21665,5
21666,5
21667,5
21668,5
21669,5
21670,5
21671,5
21672,5
21673,5
21674,5
21675,5
21676,5
21677,5
21678,5
21679,5
21680,5
21681,5
21682,5
21683,5
21684,5
21685,5
21686,5
21687,5
21688,5
21689,5
21690,5
21691,5
21692,5
21693,5
21694,5
21695,5
21696,5
21697,5
21698,5
21699,5
21700,5
21701,5
21702,5
21703,5
21704,5
21705,5
21706,5
21707,5
21708,5
21709,5
21710,5
21711,5
21712,5
21713,5
21714,5
21715,5
21716,5
21717,5
21718,5
21719,5
21720,5
21721,5
21722,5
21723,5
21724,5
21725,5
21726,5
21727,5
21728,5
21729,5
21730,5
21731,5
21732,5
21733,5
21734,5
21735,5
21736,5
21737,5
21738,5
21739,5
21740,5
21741,5
21742,5
21743,5
21744,5
21745,5
21746,5
21747,5
21748,5
21749,5
21750,5
21751,5
21752,5
21753,5
21754,5
21755,5
21756,5
21757,5
21758,5
21759,5
21760,5
21761,5
21762,5
21763,5
21764,5
21765,5
21766,5
21767,5
21768,5
21769,5
21770,5
21771,5
21772,5
21773,5
21774,5
21775,5
21776,5
21777,5
21778,5
21779,5
21780,5
21781,5
21782,5
21783,5
21784,5
21785,5
21786,5
21787,5
21788,5
21789,5
21790,5
21791,5
21792,5
21793,5
21794,5
21795,5
21796,5
21797,5
21798,5
21799,5
21800,5
21801,5
21802,5
21803,5
21804,5
21805,5
21806,5
21807,5
21808,5
21809,5
21810,5
21811,5
21812,5
21813,5
21814,5
21815,5
21816,5
21817,5
21818,5
21819,5
21820,5
21821,5
21822,5
21823,5
21824,5
21825,5
21826,5
21827,5
21828,5
21829,5
21830,5
21831,5
21832,5
21833,5
21834,5
21835,5
21836,5
21837,5
21838,5
21839,5
21840,5
21841,5
21842,5
21843,5
21844,5
21845,5
21846,5
21847,5
21848,5
21849,5
21850,5
21851,5
21852,5
21853,5
21854,5
21855,5
21856,5
21857,5
21858,5
21859,5
21860,5
21861,5
21862,5
21863,5
21864,5
21865,5
21866,5
21867,5
21868,5
21869,5
21870,5
21871,5
21872,5
21873,5
21874,5
21875,5
21876,5
21877,5
21878,5
21879,5
21880,5
21881,5
21882,5
21883,5
21884,5
21885,5
21886,5
21887,5
21888,5
21889,5
21890,5
21891,5
21892,5
21893,5
21894,5
21895,5
21896,5
21897,5
21898,5
21899,5
21900,5
21901,5
21902,5
21903,5
21904,5
21905,5
21906,5
21907,5
21908,5
21909,5
21910,5
21911,5
21912,5
21913,5
21914,5
21915,5
21916,5
21917,5
21918,5
21919,5
21920,5
21921,5
21922,5
21923,5
21924,5
21925,5
21926,5
21927,5
21928,5
21929,5
21930,5
21931,5
21932,5
21933,5
21934,5
21935,5
21936,5
21937,5
21938,5
21939,5
21940,5
21941,5
21942,5
21943,5
21944,5
21945,5
21946,5
21947,5
21948,5
21949,5
21950,5
21951,5
21952,5
21953,5
21954,5
21955,5
21956,5
21957,5
21958,5
21959,5
21960,5
21961,5
21962,5
21963,5
21964,5
21965,5
21966,5
21967,5
21968,5
21969,5
21970,5
21971,5
21972,5
21973,5
21974,5
21975,5
21976,5
21977,5
21978,5
21979,5
21980,5
21981,5
21982,5
21983,5
21984,5
21985,5
21986,5
21987,5
21988,5
21989,5
21990,5
21991,5
21992,5
21993,5
21994,5
21995,5
21996,5
21997,5
21998,5
21999,5
22000,5
22001,5
22002,5
22003,5
22004,5
22005,5
22006,5
22007,5
22008,5
22009,5
22010,5
22011,5
22012,5
22013,5
22014,5
22015,5
22016,5
22017,5
22018,5
22019,5
22020,5
22021,5
22022,5
22023,5
22024,5
22025,5
22026,5
22027,5
22028,5
22029,5
22030,5
22031,5
22032,5
22033,5
22034,5
22035,5
22036,5
22037,5
22038,5
22039,5
22040,5
22041,5
22042,5
22043,5
22044,5
22045,5
22046,5
22047,5
22048,5
22049,5
22050,5
22051,5
22052,5
22053,5
22054,5
22055,5
22056,5
22057,5
22058,5
22059,5
22060,5
22061,5
22062,5
22063,5
22064,5
22065,5
22066,5
22067,5
22068,5
22069,5
22070,5
22071,5
22072,5
22073,5
22074,5
22075,5
22076,5
22077,5
22078,5
22079,5
22080,5
22081,5
22082,5
22083,5
22084,5
22085,5
22086,5
22087,5
22088,5
22089,5
22090,5
22091,5
22092,5
22093,5
22094,5
22095,5
22096,5
22097,5
22098,5
22099,5
22100,5
22101,5
22102,5
22103,5
22104,5
22105,5
22106,5
22107,5
22108,5
22109,5
22110,5
22111,5
22112,5
22113,5
22114,5
22115,5
22116,5
22117,5
22118,5
22119,5
22120,5
22121,5
22122,5
22123,5
22124,5
22125,5
22126,5
22127,5
22128,5
22129,5
22130,5
22131,5
22132,5
22133,5
22134,5
22135,5
22136,5
22137,5
22138,5
22139,5
22140,5
22141,5
22142,5
22143,5
22144,5
22145,5
22146,5
22147,5
22148,5
22149,5
22150,5
22151,5
22152,5
22153,5
22154,5
22155,5
22156,5
22157,5
22158,5
22159,5
22160,5
22161,5
22162,5
22163,5
22164,5
22165,5
22166,5
22167,5
22168,5
22169,5
22170,5
22171,5
22172,5
22173,5
22174,5
22175,5
22176,5
22177,5
22178,5
22179,5
22180,5
22181,5
22182,5
22183,5
22184,5
22185,5
22186,5
22187,5
22188,5
22189,5
22190,5
22191,5
22192,5
22193,5
22194,5
22195,5
22196,5
22197,5
22198,5
22199,5
22200,5
22201,5
22202,5
22203,5
22204,5
22205,5
22206,5
22207,5
22208,5
22209,5
22210,5
22211,5
22212,5
22213,5
22214,5
22215,5
22216,5
22217,5
22218,5
22219,5
22220,5
22221,5
22222,5
22223,5
22224,5
22225,5
22226,5
22227,5
22228,5
22229,5
22230,5
22231,5
22232,5
22233,5
22234,5
22235,5
22236,5
22237,5
22238,5
22239,5
22240,5
22241,5
22242,5
22243,5
22244,5
22245,5
22246,5
22247,5
22248,5
22249,5
22250,5
22251,5
22252,5
22253,5
22254,5
22255,5
22256,5
22257,5
22258,5
22259,5
22260,5
22261,5
22262,5
22263,5
22264,5
22265,5
22266,5
22267,5
22268,5
22269,5
22270,5
22271,5
22272,5
22273,5
22274,5
22275,5
22276,5
22277,5
22278,5
22279,5
22280,5
22281,5
22282,5
22283,5
22284,5
22285,5
22286,5
22287,5
22288,5
22289,5
22290,5
22291,5
22292,5
22293,5
22294,5
22295,5
22296,5
22297,5
22298,5
22299,5
22300,5
22301,5
22302,5
22303,5
22304,5
22305,5
22306,5
22307,5
22308,5
22309,5
22310,5
22311,5
22312,5
22313,5
22314,5
22315,5
22316,5
22317,5
22318,5
22319,5
22320,5
22321,5
22322,5
22323,5
22324,5
22325,5
22326,5
22327,5
22328,5
22329,5
22330,5
22331,5
22332,5
22333,5
22334,5
22335,5
22336,5
22337,5
22338,5
22339,5
22340,5
22341,5
22342,5
22343,5
22344,5
22345,5
22346,5
22347,5
22348,5
22349,5
22350,5
22351,5
22352,5
22353,5
22354,5
22355,5
22356,5
22357,5
22358,5
22359,5
22360,5
22361,5
22362,5
22363,5
22364,5
22365,5
22366,5
22367,5
22368,5
22369,5
22370,5
22371,5
22372,5
22373,5
22374,5
22375,5
22376,5
22377,5
22378,5
22379,5
22380,5
22381,5
22382,5
22383,5
22384,5
22385,5
22386,5
22387,5
22388,5
22389,5
22390,5
22391,5
22392,5
22393,5
22394,5
22395,5
22396,5
22397,5
22398,5
22399,5
22400,5
22401,5
22402,5
22403,5
22404,5
22405,5
22406,5
22407,5
22408,5
22409,5
22410,5
22411,5
22412,5
22413,5
22414,5
22415,5
22416,5
22417,5
22418,5
22419,5
22420,5
22421,5
22422,5
22423,5
22424,5
22425,5
22426,5
22427,5
22428,5
22429,5
22430,5
22431,5
22432,5
22433,5
22434,5
22435,5
22436,5
22437,5
22438,5
22439,5
22440,5
22441,5
22442,5
22443,5
22444,5
22445,5
22446,5
22447,5
22448,5
22449,5
22450,5
22451,5
22452,5
22453,5
22454,5
22455,5
22456,5
22457,5
22458,5
22459,5
22460,5
22461,5
22462,5
22463,5
22464,5
22465,5
22466,5
22467,5
22468,5
22469,5
22470,5
22471,5
22472,5
22473,5
22474,5
22475,5
22476,5
22477,5
22478,5
22479,5
22480,5
22481,5
22482,5
22483,5
22484,5
22485,5
22486,5
22487,5
22488,5
22489,5
22490,5
22491,5
22492,5
22493,5
22494,5
22495,5
22496,5
22497,5
22498,5
22499,5
22500,5
22501,5
22502,5
22503,5
22504,5
22505,5
22506,5
22507,5
22508,5
22509,5
22510,5
22511,5
22512,5
22513,5
22514,5
22515,5
22516,5
22517,5
22518,5
22519,5
22520,5
22521,5
22522,5
22523,5
22524,5
22525,5
22526,5
22527,5
22528,5
22529,5
22530,5
22531,5
22532,5
22533,5
22534,5
22535,5
22536,5
22537,5
22538,5
22539,5
22540,5
22541,5
22542,5
22543,5
22544,5
22545,5
22546,5
22547,5
22548,5
22549,5
22550,5
22551,5
22552,5
22553,5
22554,5
22555,5
22556,5
22557,5
22558,5
22559,5
22560,5
22561,5
22562,5
22563,5
22564,5
22565,5
22566,5
22567,5
22568,5
22569,5
22570,5
22571,5
22572,5
22573,5
22574,5
22575,5
22576,5
22577,5
22578,5
22579,5
22580,5
22581,5
22582,5
22583,5
22584,5
22585,5
22586,5
22587,5
22588,5
22589,5
22590,5
22591,5
22592,5
22593,5
22594,5
22595,5
22596,5
22597,5
22598,5
22599,5
22600,5
22601,5
22602,5
22603,5
22604,5
22605,5
22606,5
22607,5
22608,5
22609,5
22610,5
22611,5
22612,5
22613,5
22614,5
22615,5
22616,5
22617,5
22618,5
22619,5
22620,5
22621,5
22622,5
22623,5
22624,5
22625,5
22626,5
22627,5
22628,5
22629,5
22630,5
22631,5
22632,5
22633,5
22634,5
22635,5
22636,5
22637,5
22638,5
22639,5
22640,5
22641,5
22642,5
22643,5
22644,5
22645,5
22646,5
22647,5
22648,5
22649,5
22650,5
22651,5
22652,5
22653,5
22654,5
22655,5
22656,5
22657,5
22658,5
22659,5
22660,5
22661,5
22662,5
22663,5
22664,5
22665,5
22666,5
22667,5
22668,5
22669,5
22670,5
22671,5
22672,5
22673,5
22674,5
22675,5
22676,5
22677,5
22678,5
22679,5
22680,5
22681,5
22682,5
22683,5
22684,5
22685,5
22686,5
22687,5
22688,5
22689,5
22690,5
22691,5
22692,5
22693,5
22694,5
22695,5
22696,5
22697,5
22698,5
22699,5
22700,5
22701,5
22702,5
22703,5
22704,5
22705,5
22706,5
22707,5
22708,5
22709,5
22710,5
22711,5
22712,5
22713,5
22714,5
22715,5
22716,5
22717,5
22718,5
22719,5
22720,5
22721,5
22722,5
22723,5
22724,5
22725,5
22726,5
22727,5
22728,5
22729,5
22730,5
22731,5
22732,5
22733,5
22734,5
22735,5
22736,5
22737,5
22738,5
22739,5
22740,5
22741,5
22742,5
22743,5
22744,5
22745,5
22746,5
22747,5
22748,5
22749,5
22750,5
22751,5
22752,5
22753,5
22754,5
22755,5
22756,5
22757,5
22758,5
22759,5
22760,5
22761,5
22762,5
22763,5
22764,5
22765,5
22766,5
22767,5
22768,5
22769,5
22770,5
22771,5
22772,5
22773,5
22774,5
22775,5
22776,5
22777,5
22778,5
22779,5
22780,5
22781,5
22782,5
22783,5
22784,5
22785,5
22786,5
22787,5
22788,5
22789,5
22790,5
22791,5
22792,5
22793,5
22794,5
22795,5
22796,5
22797,5
22798,5
22799,5
22800,5
22801,5
22802,5
22803,5
22804,5
22805,5
22806,5
22807,5
22808,5
22809,5
22810,5
22811,5
22812,5
22813,5
22814,5
22815,5
22816,5
22817,5
22818,5
22819,5
22820,5
22821,5
22822,5
22823,5
22824,5
22825,5
22826,5
22827,5
22828,5
22829,5
22830,5
22831,5
22832,5
22833,5
22834,5
22835,5
22836,5
22837,5
22838,5
22839,5
22840,5
22841,5
22842,5
22843,5
22844,5
22845,5
22846,5
22847,5
22848,5
22849,5
22850,5
22851,5
22852,5
22853,5
22854,5
22855,5
22856,5
22857,5
22858,5
22859,5
22860,5
22861,5
22862,5
22863,5
22864,5
22865,5
22866,5
22867,5
22868,5
22869,5
22870,5
22871,5
22872,5
22873,5
22874,5
22875,5
22876,5
22877,5
22878,5
22879,5
22880,5
22881,5
22882,5
22883,5
22884,5
22885,5
22886,5
22887,5
22888,5
22889,5
22890,5
22891,5
22892,5
22893,5
22894,5
22895,5
22896,5
22897,5
22898,5
22899,5
22900,5
22901,5
22902,5
22903,5
22904,5
22905,5
22906,5
22907,5
22908,5
22909,5
22910,5
22911,5
22912,5
22913,5
22914,5
22915,5
22916,5
22917,5
22918,5
22919,5
22920,5
22921,5
22922,5
22923,5
22924,5
22925,5
22926,5
22927,5
22928,5
22929,5
22930,5
22931,5
22932,5
22933,5
22934,5
22935,5
22936,5
22937,5
22938,5
22939,5
22940,5
22941,5
22942,5
22943,5
22944,5
22945,5
22946,5
22947,5
22948,5
22949,5
22950,5
22951,5
22952,5
22953,5
22954,5
22955,5
22956,5
22957,5
22958,5
22959,5
22960,5
22961,5
22962,5
22963,5
22964,5
22965,5
22966,5
22967,5
22968,5
22969,5
22970,5
22971,5
22972,5
22973,5
22974,5
22975,5
22976,5
22977,5
22978,5
22979,5
22980,5
22981,5
22982,5
22983,5
22984,5
22985,5
22986,5
22987,5
22988,5
22989,5
22990,5
22991,5
22992,5
22993,5
22994,5
22995,5
22996,5
22997,5
22998,5
22999,5
23000,5
23001,5
23002,5
23003,5
23004,5
23005,5
23006,5
23007,5
23008,5
23009,5
23010,5
23011,5
23012,5
23013,5
23014,5
23015,5
23016,5
23017,5
23018,5
23019,5
23020,5
23021,5
23022,5
23023,5
23024,5
23025,5
23026,5
23027,5
23028,5
23029,5
23030,5
23031,5
23032,5
23033,5
23034,5
23035,5
23036,5
23037,5
23038,5
23039,5
23040,5
23041,5
23042,5
23043,5
23044,5
23045,5
23046,5
23047,5
23048,5
23049,5
23050,5
23051,5
23052,5
23053,5
23054,5
23055,5
23056,5
23057,5
23058,5
23059,5
23060,5
23061,5
23062,5
23063,5
23064,5
23065,5
23066,5
23067,5
23068,5
23069,5
23070,5
23071,5
23072,5
23073,5
23074,5
23075,5
23076,5
23077,5
23078,5
23079,5
23080,5
23081,5
23082,5
23083,5
23084,5
23085,5
23086,5
23087,5
23088,5
23089,5
23090,5
23091,5
23092,5
23093,5
23094,5
23095,5
23096,5
23097,5
23098,5
23099,5
23100,5
23101,5
23102,5
23103,5
23104,5
23105,5
23106,5
23107,5
23108,5
23109,5
23110,5
23111,5
23112,5
23113,5
23114,5
23115,5
23116,5
23117,5
23118,5
23119,5
23120,5
23121,5
23122,5
23123,5
23124,5
23125,5
23126,5
23127,5
23128,5
23129,5
23130,5
23131,5
23132,5
23133,5
23134,5
23135,5
23136,5
23137,5
23138,5
23139,5
23140,5
23141,5
23142,5
23143,5
23144,5
23145,5
23146,5
23147,5
23148,5
23149,5
23150,5
23151,5
23152,5
23153,5
23154,5
23155,5
23156,5
23157,5
23158,5
23159,5
23160,5
23161,5
23162,5
23163,5
23164,5
23165,5
23166,5
23167,5
23168,5
23169,5
23170,5
23171,5
23172,5
23173,5
23174,5
23175,5
23176,5
23177,5
23178,5
23179,5
23180,5
23181,5
23182,5
23183,5
23184,5
23185,5
23186,5
23187,5
23188,5
23189,5
23190,5
23191,5
23192,5
23193,5
23194,5
23195,5
23196,5
23197,5
23198,5
23199,5
23200,5
23201,5
23202,5
23203,5
23204,5
23205,5
23206,5
23207,5
23208,5
23209,5
23210,5
23211,5
23212,5
23213,5
23214,5
23215,5
23216,5
23217,5
23218,5
23219,5
23220,5
23221,5
23222,5
23223,5
23224,5
23225,5
23226,5
23227,5
23228,5
23229,5
23230,5
23231,5
23232,5
23233,5
23234,5
23235,5
23236,5
23237,5
23238,5
23239,5
23240,5
23241,5
23242,5
23243,5
23244,5
23245,5
23246,5
23247,5
23248,5
23249,5
23250,5
23251,5
23252,5
23253,5
23254,5
23255,5
23256,5
23257,5
23258,5
23259,5
23260,5
23261,5
23262,5
23263,5
23264,5
23265,5
23266,5
23267,5
23268,5
23269,5
23270,5
23271,5
23272,5
23273,5
23274,5
23275,5
23276,5
23277,5
23278,5
23279,5
23280,5
23281,5
23282,5
23283,5
23284,5
23285,5
23286,5
23287,5
23288,5
23289,5
23290,5
23291,5
23292,5
23293,5
23294,5
23295,5
23296,5
23297,5
23298,5
23299,5
23300,5
23301,5
23302,5
23303,5
23304,5
23305,5
23306,5
23307,5
23308,5
23309,5
23310,5
23311,5
23312,5
23313,5
23314,5
23315,5
23316,5
23317,5
23318,5
23319,5
23320,5
23321,5
23322,5
23323,5
23324,5
23325,5
23326,5
23327,5
23328,5
23329,5
23330,5
23331,5
23332,5
23333,5
23334,5
23335,5
23336,5
23337,5
23338,5
23339,5
23340,5
23341,5
23342,5
23343,5
23344,5
23345,5
23346,5
23347,5
23348,5
23349,5
23350,5
23351,5
23352,5
23353,5
23354,5
23355,5
23356,5
23357,5
23358,5
23359,5
23360,5
23361,5
23362,5
23363,5
23364,5
23365,5
23366,5
23367,5
23368,5
23369,5
23370,5
23371,5
23372,5
23373,5
23374,5
23375,5
23376,5
23377,5
23378,5
23379,5
